date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:31:34	21874/21874	U-----	200	untouched ('')	image/jpeg	etag:%225572-4d087aaf22180%22	http://archiv.tdh-murgtal.de/aktuelles/2012/12/img/grochowiak_klein.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/12/img/grochowiak_klein.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/12/index.html)
00:31:34	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13cf.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:34	14675/14675	U-----	200	untouched ('')	image/jpeg	etag:%223953-4cdabea02db00%22	http://archiv.tdh-murgtal.de/aktuelles/2012/10/img/ikk-danke_klein.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/10/img/ikk-danke_klein.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:34	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13d0.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:34	109600/109600	U-----	200	untouched ('')	image/jpeg	etag:%221ac20-4cdac1074c640%22	http://archiv.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio1.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio1.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:34	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13d1.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:34	19801/19801	U-----	200	untouched ('')	image/jpeg	etag:%224d59-4cdac113b2380%22	http://archiv.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio1_klein.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio1_klein.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:35	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13d2.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
00:31:35	118088/118088	U-----	200	untouched ('')	image/jpeg	etag:%221cd48-4cdac13236b80%22	http://archiv.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio2.jpg	W:/HTTrack/tdh-murgtal.de/www.tdh-murgtal.de/aktuelles/2012/11/img/nojoud-rio2.jpg	(from http://archiv.tdh-murgtal.de/aktuelles/2012/11/index.html)
00:31:35	0/-1	---M--	302	error ('')			http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/%22./images.%22/pixel.gif	W:/HTTrack/tdh-murgtal.de/archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/_/images._/pixel.13d3.delayed	(from http://archiv.tdh-murgtal.de/aktivitaeten/2006/jazzkonzert/)
